Id,Description,Subtitle,Title,AgeRange,Author,Country,CoverImageUrl
books/5188,"Le nkwenkwana ifuna ukukhula ngokukhawuleza okukhulu. Isixelela ngezizathu ezibangela ukuba ifune ukukhula ngokukhawuleza,kwanezinto eceba ukuzenza ukuze yenze ihlabathi libe yindawo yokuhulala engcono.\r\n",null,Ndakukhula,6-8 years,"Cyprien K.M. Akuete ",South Africa,http://farm9.staticflickr.com/8530/8670992357_45d1ca5db4_m.jpg
books/5189,"Why isn't Titi in the photographs in the family photo album? He really wants to know. I f he wasn't born yet, then where was he? Titi asks many questions to help him solve this mystery.\r\n",null,Why Aren't I in the Photographs?,6-8 years,Kidi Bebey,South Africa,http://farm9.staticflickr.com/8382/8670986669_8c60a15043_m.jpg
books/5190,"Hoekom is Titi nie op die foto's in sy gesin se foto-album nie? Hy wil baie graag weet. As hy nog nie gebore was nie,war was hy? Titi vra baie vrae om hom te help om hierdie raaisel op te los.\r\n",null,Hoekom is ek nie op die foto's nie?,6-8 years,Kidi Bebey,South Africa,http://farm9.staticflickr.com/8120/8672093066_6059ca6974_m.jpg
books/5191,"Hobaneng ha Titi a le siyo ditshwantshong tse albamong ya lelapa? O batla ho tseba a tiile. Haeba a ne eso tswalwe,ebe jwale o ne a le kae? Titi o botsa dipostso tse ngata tse tla mo thusa ho rarolla mohlolo ona wa taba.\r\n",null,Hobaneng ha nna ke le siyo ditshwantshoang?,6-8 years,Kidi Bebey,South Africa,http://farm9.staticflickr.com/8535/8672087160_5227de5647_m.jpg
books/5193,Kutheni uTiti engejkho emifanekisweni ekwincwadi yeefoto zosapho? Uyafuna ngenene ukwasi isizathu. Ukuba wayengekazalwa ngelo xesha ingaba wayephi? UTiti ubuza intlaninge yemibuzo ezama ukusombululula esi sishiqi.\r\n,null,Kutheni ndingekho emfanekisweni nje?,6-8 years,Kidi Bebey,South Africa,http://farm9.staticflickr.com/8541/8672079172_db56caf27e_m.jpg
books/5194,"Kungani uTiti engekho ezithombeni ezisebhukwini lezithombe lomndeni. Ngempela ufuna ukwazi. Uma Kungukuthi wayengakazalwa ngaleso sikhathi,wayekuphi-ke? Utiti ubuza imibuzo eminingi ukuze axazulule le nkinga.\r\n",null,Kungani mina ngingekho ezithombeni?,6-8 years,Kidi Bebey,South Africa,http://farm9.staticflickr.com/8530/8672072324_4e725cbb3f_m.jpg
books/5217,Peter o ile a ba le ditoro tša go ba naledi ya kgwele ya maoto. Eupša o b a tla ba yona bjang a be a se na le dieta tša kgwele ya maoto? Ka moo Peter a dria tumelano le tatagwe. Naa Peter o tla kgona go hwetša dieta tša gagwe tša kgwele ya maoto?\r\n,null,Laduma!,6-8 years,"Nompumelelo Zama ",South Africa,http://farm9.staticflickr.com/8124/8672367646_07196932a9_m.jpg
books/5218,Peter o ile a ba le ditoro tsa ho ba naledi ya bolo ya maoto. Empa o ne a tla ba yona jwang a ne a se na le dieta tsa abolo? Kahoo Peter a etsa tumelano le ntatae. Na ebe Peter o tla kgona ho fumana dieta tsa har tsa bolo?\r\n,null,Laduma!,6-8 years,"Nompumelelo Zama ",South Africa,http://farm9.staticflickr.com/8522/8672367048_9cecaf6aea_m.jpg
books/5219,Peter o ne a lora go nna naledi ya kgwele ya dinao ka letsatsi lengwe. Fela o ne a tla kgona jang fa a ne a sena dikhokho tsa kgwele ya dinao? Kjalo Peter o ne a dira tumalano le rraagwe. A Peter o ne a dira tumalano le rraagwe. A Peter o tla kgona go nna le dikhokho?\r\n,null,Laduma!,6-8 years,"Nompumelelo Zama ",South Africa,http://farm9.staticflickr.com/8536/8672365740_3f1b3f99b2_m.jpg
books/5220,Peter abephupha aba ngumdlali lomkhulu webhola yetinyawo. Kodwa loko kwakungenteka kanjani ate nemakhokho ebhola nje? Ngako Peter wenta sivumelwano neyise. Angakhona yini Peer kuwasebentela lamakhokho akhe?\r\n,null,Laduma!,6-8 years,"Nompumelelo Zama ",South Africa,http://farm9.staticflickr.com/8395/8671264219_bda757f5ba_m.jpg
books/5249,Peter o vha e na muḽoro wa u vha ngweṋa ya boḽa. Fhedzi izwo o vha a tshi ḓo zwi konisa hani ngeno a si na na mabutswu a boḽa? Sa zwenezwo Peter a ita thendelano na khotsi awe. Peter u ḓo kona u wana mabutswu awe?\r\n,null,Laduma!,6-8 years,"Nompumelelo Zama ",South Africa,http://farm9.staticflickr.com/8392/8672365124_fef295c617_m.jpg
books/5281,Peter u lorhile a ri nyeleti ya xitlangi xa bolo. Kambe a ta swi kotisa ku yini loko a ri hava mabuntsu yo raha bolo? Kutani Peter a endla xiboho na tata wa yena. Xana Peter u ta swi kota ku kuma mbabuntsu ya yena?\r\n,null,Laduma!,6-8 years,"Nompumelelo Zama ",South Africa,http://farm9.staticflickr.com/8399/8672037570_c27e1d84af_m.jpg
books/5250,Upeter waphupha ngokuba umpetha webhola lezinyawo. Kodwa wayengaba kanjani umpetha uma wayengenawo ngisho amakhokho? Ngakho-ke uPeter wenza isivumelwano nobaba wakhe. Uzokwazi u Peter ukuwasebenzxela amakhokho akhe?\r\n,null,Laduma!,6-8 years,"Nompumelelo Zama ",South Africa,http://farm9.staticflickr.com/8395/8672370582_13f7c4e007_m.jpg
books/5251,"Diphoofolo' is the Sotho word for animals. Diphoofolo is a multilingual collection of animal rhymes from South Africa - the frog, pig, hawk, butterfly, hare, spider and ostrich will delight young children.\r\n",null,Diphoofolo:  Mutlilingual Rhyme Book,3-5 years,Illustrations by Reviva Schermbrucker,South Africa,http://farm9.staticflickr.com/8113/8670964295_3e917b4409_m.jpg
books/2979,"\""What does 'twins' mean? Does it have anything to do with mince? Maybe with beans? Or a prince? What does 'twins' mean?\r\n\r\nGo further into the wonderful world of twins and discover why each twin is special and unique.",null,Twins,6-8 years,Matina Genkova-Mpofu,South Africa,http://3.bp.blogspot.com/-ZqNXsXtusyc/TjxiadqaXcI/AAAAAAAAAAs/cPobK5Gnpt0/s200/Twins.jpg
books/5313,Imbongi ibonga ngeendidi ngeendidi zezibongo ngeenjongo zayo zokuyala nokufundisa uluntu nesizwe siphela. Nazi izibongo abonga ngazo: Ixesha; Imfundo; Indaba yotyelo nezinye. Izibongo ezingendalo zezinye ezigqame kakhulu kuye. Imbongi isebenzise ulwimi olwamkelekileyo nezangotshe ezibonisa imifanekiso ntelekelelo. The poet explores different aspects of our lives. He praises nature and good values amongst other social issues. The poetry style is simple and figurative.,null,Izapholo,13-18 years,M.G. Bici,South Africa,http://images.kalahari.com/img/2011/11/04/25519059_0_Img2.jpg
books/5314,"Apha imbongi igxile kwimiba edla umzi. Ibonga iyala ikwakhuthaza. Ibonga ngeempawu zentsulungekho ekufuneka zinanziwe ngabantu ezinjengezi: Ubuntu; Ikamva; Isiluleko; ubomi; Vuka ubophelele. Zikho nezinye izibongo ezingendalo ezizezi. Isakhono sobugcisa nokuchonga amagama siphuhlisa uvakalelo kunye nemifanekiso ntekelelo kumbongo ngamnye. The poet explores different aspects of our lives. These include values, ubuntu, the origin of music amongst many others. The language and style is poetical.",null,Izithebe,13-18 years,S.E. Landau,South Africa,http://images.kalahari.com/img/2011/11/04/25519076_0_Img1.jpg
books/5315,Imbongi ibonga ngeendidi zezibongo ngenjongo yokululeka nokwakha isizwe. Yive xa ibonga ngale miba ilandelayo; Iflegi yesizwe; Ikhaya elililo; Impumelelo; Umfundisi ntsapho; imfundo njl. – njl. Zikho nezo ziqulathe imbali yesizwe sakwaNtu enjongo yazo ikukubonisa umzila ohanjwe lusapho lukaNtu. The poet praises different aspects of life whilst focussing on educating the reader. The language style is poetic and stimulating.,null,Izithonga Zenkanunu,13-18 years,S.E. Landau,South Africa,null
books/5316,Le yincwadi yemihobe esizobela iliso elibukhali lombhali kwindlela abahlala ngayo abantu. Ukanti ke usidandalazile nesakhono sakhe esinomahluko kwisimo sakhe sokubhala. Ubugcisa bokuzoba imifanekiso - ngqondweni siyabubona ngokucacileyo apha kule ngqokelela yemihobe nezibongo. An enjoyable poetry collection that comments on human behaviour. The poet draws the reader in with his vivid imagination.,null,Aweselwa 1,13-18 years,"Nombuso Mtintsilana, et al",South Africa,http://www.mml.co.za/sites/default/files//styles/medium/public/9780798631129.jpg
books/5345,Le yincwadi yemihobe esizobela iliso elibukhali lombhali kwindlela abahlala ngayo abantu nobuhle bezinto zendalo. Ukanti ke usidandalazile nesakhono sakhe esinomahluko kwisimo sakhe sokubhala. Ubugcisa bokuzoba imifanekiso – ngqondweni siyabubona ngokucacileyo apha kule ngqokelela yemihobe nezibongo. An enjoyable poetry collection that comments on human behaviour. The poet draws the reader in with his vivid imagination. It also includes a useful guide for learners at the back of the book.,null,"Aweselwa 2 ",13-18 years,"N. Mtintsilana, M. Sirayi, et al",South Africa,http://www.mml.co.za/sites/default/files//styles/medium/public/9780798631402.jpg
books/5377,Le yincwadi yemihobe esizobela iliso elibukhali lo mbhali kwindlela abahlala ngayo abantu nobuhle bezinto zendalo. Ukanti ke usidandalazile nesakhono sakhe esinomahluko kwisimo sakhe sokubhala. Ubugcisa bokuzoba imifanekiso – ngqondweni siyabubona ngokucacileyo apha kule ngqokelela yemihobe nezibongo. An enjoyable poetry collection that comments on human behaviour. The poet has the draws reader in with his vivid imagination.,null,Aweselwa 3,13-18 years,"W.M. Kwetana, et al",South Africa,http://images.kalahari.com/img/2011/11/04/25517680_0_Img2.jpg
books/5346,"Kule ncwadi umbhali afundisa ukubaluleka kokwakheka ngokwasesimilweni, ukuzinxwema kwimikhuba engalunganga nokuxabisa ukumamela ilizwi lomzali. Oku ukwenza ngokubhala iindidi zeentsomi ezingezilwanyana. Kwezi ntsomi uyayala esebenzisa ngobunono izilwanyana. Zilapha iintsomi ngoodyakalashe nomvulofo, balapha ooqashiqashi apha alola iingqongo zabafundi ngokuthi abakhuthaze ukuba bacinge ngokukhawuleza. This collection of folktales is accessible yet at the same time, educational. The language used is simple, but manages to convey to the reader a variety of characters, themes and sub-themes.",null,"Ecaleni Kweziko ",13-18 years,M.G. Mayekiso,South Africa,http://www.mml.co.za/sites/default/files//styles/medium/public/9780798633185.jpg
books/5347,"Le ncwadi yi folklore, oko kuthetha ukuba lulwazi olwasungulwa ngookhokho besizwe okanye uhlanga oluthile baza baludlulisela kwizizukulwana ngezizukulwana zabo ngomlomo. Apha sithetha ngalo naluphi na ulwazi olungazange lubhalwe koko ludluliswe ngomlomo. A fascinating collection of folklore, consisting of ancient tales passed on from generation to generation, by word of mouth.",null,"Ingqaka kaMaQhudeni (Second Edition, African Heritage Series)",13-18 years,Raymond F. Mcimeli,South Africa,null
books/5348,"Le ncwadi yifolklore, oko kuthetha ukuba lulwazi olwasungulwa ngookhokho besizwe okanye uhlanga oluthile baza baludlulisela kwizizukulwana ngezizukulwana zabo ngomlomo. Apha sithetha ngentsomi, amaqhina, amasiko nezithethe ulwazi olungazange lubhalwe koko ludluliswe ngomlomo. Ancient tales passed on from generation to generation by word of mouth have been collected in this wonderful book of folklore.",null,Ingqayi (African Heritage Series),13-18 years,L.S. Ngcangata,South Africa,null
books/5349,null,null,Inyaniso,13-18 years,G.M. Mayekiso,South Africa,null
books/5350,"Imbongi ibonga ngeendidi zezibongo ngeenjongo zokwakha nokululeka isizwe. Isebenzise ulwimi oluchukumisa umxhelo noludala imifanekiso ntelekelelo kumbongo ngamnye. Nazi iindidi zezibongo azibhalileyo ngenjongo yokwaluleka isizwe: Ixesha; ibumba yamanyama; uxolo nezinye. Ubonga atyibele xa ebonga ngeMbongi yeSizwe. The poet addresses different aspects of humanity in these fascinating poems. He explores various social issues, people, values, and nature, amongst others.",null,Khala Zome,13-18 years,L.M.S. Ngcwabe,South Africa,http://images.kalahari.com/img/2011/11/04/25519303_0_Img2.jpg
books/5351,Uncwadi lwemibongo olujonge impilo yomntu luyivelela kwintlantlo neembono zonke zobomi. An anthology of isiXhosa poetry that explores a myriad of life's diverse dimensions.,null,Kuf’ ayayo (Creative Writing Series),13-18 years,G.S Galela,South Africa,http://images.kalahari.com/img/2011/11/04/25519376_0_Img2.jpg
books/5352,null,null,Masidimbaze (Creative Writing Series),13-18 years,Mzukwa,South Africa,null
books/5409,Le yincwadi ephicotha indlela ohlalutywa ngayo umbongo. Ixhobisa umfundi ngengongoma ezibalulekileyo ekwakhiweni kombongo This book is a guide for learners on how to understand and answer poetry questions in class. With this useful guide learners will be able to master all aspects of poetry.,null,Nambitha Isihobe 1,13-18 years,C.K. Moropa,South Africa,http://www.mml.co.za/sites/default/files//styles/medium/public/9780798636872.jpg
books/5353,null,null,Okwentsatshana,13-18 years," Lunga M. Mda",South Africa,null
books/5354,"Le yimisebenzi yababhali abahlanu ethe yadityaniswa ukwenza esi sisele sizele bubuncwane bothando bobomi. Le mibongo ithetha ngamaqhawe awileyo, ubuhle bendalo, umtshato, ubomi belokishi, ezopolitiko, uGawulayo nemfuneko yokuba sibe nethemba njengesizwe. An anthology of five isiXhosa poets' work. ?Their poetry focuses on a range of topics including heroes of a bygone era, the beauty of nature, marriage, politics and HIV/AIDS amongst others.",null,Ubuncwane Besihobe (Creative Writing Series),13-18 years,Mqutheni,South Africa,http://images.kalahari.com/img/2011/11/04/25521586_0_Img2.jpg
books/5441,Uyimbongi eneliso elibukhali nenesiphiwo esiqaqambe ngaphezu kwazo zonke iimbongi zexesha awayephila kulo. Uthetha ngezinto ezisezayo nesizibona zisenzeka kule mihla njengomzabalazo. Nyoka is one of the most talented modern poets of his time. His strength is his philosophical message embedded with high quality idiom.,null,Uhadi (Creative Writing Series),13-18 years,M.E.M. Nyoka,South Africa,http://images.kalahari.com/img/2011/11/04/25521595_0_Img2.jpg
books/5442,"UNqakula ngumbhali wokuqala esiXhoseni ukubhala iisonethi ngempumelelo. Ukwenze oku ngolwimi olunamandla olutyibilikayo. This is an exciting collection of isiXhosa sonnets. Nqakula is the first poet in African languages to experiment successfully with this form of poetry, using expressive idiom as his major tool.",null,Ukhanyo,13-18 years,Charles Nqakula,South Africa,null
books/5473,"Le yingqokelela yemibongo apho lo ka Meme athi ajonge izinto umthi adibane nazo apha ekuphileni. Kukho imibongo engokholo, engokufa, ubuhlobo, ubuntu njalo njalo. Lo ka Meme ufaka umoya wokuzingca nokuzithanda kubantu bakuthi. An interesting anthology of isiXhosa poetry where the poet looks at the diverse lives of humanity. The poems encompass religion, death, friendship and humanity.",null,Umnxeba Wobomi (Creative Writing Series),13-18 years,S.S.M. Mema,South Africa,http://www.pearson.co.za/sites/default/files/products/9780636002234_FC1.jpg
books/5474,"Le yingqokelela yezibongo apho lo ka Mona athetha ngobomi bomntu ebujonge kwinkalo zonke. Uthetha ngemfundo, amaqhawe akwaXhosa, inkolo, abasebenzi nonxibelelwano loluntu jikelele. An anthology of isiXhosa poems where the poet looks at the diversity of the Xhosa people, how they live, communicate and socialise.",null,Uvulindlela,13-18 years,G.V. Mona,South Africa,http://images4.pricecheck.co.za/images/objects/hash/product/055/0c9/56b/image_medium_4668899.jpg
books/5505,Le ncwadi yingqokelela yemibongo ebhalwe ngulo ka Mtuze. Le mibongo ichukumisa umxhelo ngezinto - yinto zobomi ukususela kwabangasekhoyo ukuya kwabaphilayo. Le mibongo iyanambitheka ilu ncuthu mazangwa. This book is a collection of Mtuze's poems that are combined to show the best of his work. The poems explore different aspects of life that include life and death.,null,Vingcan’ Amazibuko (Creative Writing Series),13-18 years,P.T. Mtuze,South Africa,http://images.kalahari.com/img/2011/11/04/254358_0_Img2.jpg
books/5506,"Uvukani Madoda Kusile luluhlu lwenqokelela eyaziwayo nethandwa kakhulu\r\nyemibongo. Njengoko ububanzi kunye nobunzulu bolwazi ngobomi, iingcinga,\r\nuvelwano zezona zinamandla ekuziseni ubomi babanye ababhali abaphambili\r\nekubhaleni imibongo yesixhosa. Ixesha langoku nelakudala lezithethe zemibongo\r\nzibandakanyiwe, zitsho zenze ubunyani bokuxabiseka kwakemibongo eyakuthi\r\nibekelwe ixabiso kubafundi ezikolweni.\r\nVukani Madoda Kusile is a signifi cant and vibrant collection of well-known and\r\nwell-loved poems. A wide and deep range of life experiences, thoughts and\r\nfeelings are powerfully brought to life by some of the most renowned isiXhosa\r\npoets. Both contemporary and traditional poetry are included, making this a truly\r\nrepresentative anthology that will be of immense value to school readers.",null,Vukani Madoda Kusile: Izibongo Zebanga 12: Izibongo Namanqakwana,13-18 years,Sondlo,South Africa,http://images.kalahari.com/img/2011/11/04/34400811_0_Img2.jpg
books/2370,"Brunette, Shelley and Samantha hit the glam life of the clubs, the fashion shoots, the offers of contracts that all exist in Maputo. Their holiday holds out the promise of great things for everyone. And then there’s\r\n... reality.",null,A Mozambican Summer,13-18 years,Nokuthula Mazibuko,South Africa,http://farm9.staticflickr.com/8261/8700296919_f6d3914fc5_b.jpg
books/2083,"Things are looking good for the Gruvers, but\r\nthere’s also a serious side to some parts of\r\nyoung life. Mncedisi finds himself in a really heavy situation. Samantha gets\r\na sharp lesson and is made to take a hard look at herself. And Brunette decides on independence.",null,Being Young,13-18 years,Duane Jethro,South Africa,http://farm9.staticflickr.com/8131/8700305325_71cfdeba2b_m.jpg
books/2018,The Siyagruvers have never had to handle\r\nanything as tricky as this! What do you do\r\nwith a refugee boy who has no one to look after him and nowhere to go?\r\nEveryone has to pull together and help\r\nyoung Equiano.,null,Boy in da City,13-18 years,Rusleen Malbusch,South Africa,http://farm9.staticflickr.com/8416/8700324711_809515a39e_m.jpg
